create_date,name,sex,review,rate,market
2026-06-14,Муза,женский,,5.0,Wildberries
2026-06-14,Анна,женский,,5.0,Wildberries
2026-06-14,Покупатель,мужской,Достоинства:Отличное средство,5.0,Wildberries
2026-06-14,Каламкас,мужской,"Достоинства:Хорошо пенится, отмывает жир, ничем не пахнет, большой, выгодный объем за свои деньги 👍🏼",5.0,Wildberries
2026-06-19,Ильдар,мужской,"Доставка согласно заявленного, пломба не вскрыта, конистра не битая, запах идеален, советую, да и цена привлекательна.",5.0,Ozon
2026-06-18,Александр,мужской,норм берём не первый раз,5.0,Ozon
2026-06-17,Денис,мужской,"Отличное средство для мытья посуды, хорошо отмывает, приятно пахнет, со своими функциями справляется полностью. Пятилитровой канистры хватает надолго, плюс не переплачивать за дополнительную тару, покупаю в таком формате этого производителя уже не в первый раз - всегда всë хорошо",5.0,Ozon
2026-06-16,Любовь,женский,Супер.,5.0,Ozon
2026-06-16,Бусыгина,женский,Пришел во время. Густое средство,5.0,Ozon
2026-06-16,Александр,мужской,все отлично,5.0,Ozon
2026-06-16,Оксана,женский,Отлично моет и пенится,5.0,Ozon
2026-06-15,Марина,женский,"гель густой,запах приятный,отмывает хорошо 👍",5.0,Ozon
2026-06-15,Ангелина,женский,Хороший аромат!,5.0,Ozon
2026-06-13,Игорь,мужской,беру второй раз посуду отмывает чисто,5.0,Ozon
2026-06-11,Галия,женский,Очень понравился гель,5.0,Ozon
2026-06-11,Денис,мужской,отличное средство для мытья посуды,5.0,Ozon
2026-06-10,Светлана,женский,"Беру не первый раз, очень нравится",5.0,Ozon
2026-06-09,pokupatel,неизвестно,"пришёл товар в идеальном состоянии, но чтобы крышку открыть пришлось применить мужскую силу",5.0,Ozon
2026-06-09,Имя,женский,Хороший объем за хорошие деньги.,5.0,Ozon
2026-06-09,Руслан,мужской,"хорошее средство для мытья посуды, практически без запаха, много",5.0,Ozon
2026-06-07,Имя,женский,"не в первый раз беру, удобно, нравится. все целое . спасибо",5.0,Ozon
2026-06-05,Елена,женский,"Давно перешла на гель для стирки. Удобно, а самое главное нет крошек от порошка. Покупаю в основном с пятновыводителем.",5.0,Ozon
2026-06-02,Андрей,мужской,"Пришло быстро, по качеству продукта нареканий нет.",5.0,Ozon
2026-06-01,Роман,мужской,"Отмывает неплохо, пахнет тоже хорошо.",5.0,Ozon
2026-06-01,Имя,женский,отличный,5.0,Ozon
2026-05-31,Марина,женский,Пользуюсь уже три года только этим моющим средством. В планах нет изменять этой марке! Всё устраивает.,5.0,Ozon
2026-05-31,Нина,женский,все ок,5.0,Ozon
2026-05-30,Анна,женский,"средство хорошее, запах спокойные",5.0,Ozon
2026-05-27,Любовь,женский,"вроде все нормально, но смутила крышка,которая открылась вместе с кольцом. мембрана защитная на месте, консистенция тоже вроде нормальная. запах приятный. что с ценами стало??? растут как на матёрых дрожжах, эффект как знаете,если дети в школьном туалете дрожжи набросают в унитазы, так же и ваши цены.....",5.0,Ozon
2026-05-27,Михаил,мужской,отличное средство3,5.0,Ozon
2026-05-27,Лиана,женский,"Хороший гель, приятно пахнет, хорошо смывается",5.0,Ozon
2026-05-27,Наталья,женский,рекомендую к покупке,5.0,Ozon
2026-05-26,Наталья,женский,Синергетик лучший,5.0,Ozon
2026-05-26,Лариса,женский,"Беру не первый раз, единственное моющее средство, выполняет свою функцию на 5. Рекомендую.",5.0,Ozon
2026-05-26,Любовь,женский,"средство пришло во время,без задержек. беру уже не первый раз.средство очень зорошее",5.0,Ozon
2026-05-26,Николай,мужской,Отличный гель. Не первый раз берем,5.0,Ozon
2026-05-26,Ольга,женский,"Очень хорошее средство, пенится отлично и доставка быстрая надолго хватит",5.0,Ozon
2026-05-25,Татьяна,женский,хорошо,5.0,Ozon
2026-05-24,Елена,женский,привезли без коробки.,5.0,Ozon
2026-05-24,Анна,женский,"Общее впечатление замечательное.Товар пришёл быстро,канистра целая,качество товара хорошее.",5.0,Ozon
2025-06-25,Светлана,женский,"Достоинства: Приятная пенка, не сушит кожу, отмывает достойно, вроде как меньше вредит природе.
Недостатки: По мне-большеват расход, ну тут кому как, я на даче привыкла пользоваться пенками-они нежнее для кожи, потому что часто забываю одеть перчатки, да и не удобно в них постоянно нырять под кран,- больше возни,когда всё кипит и готовится. Гели для посуды и жидкое мыло очень сушат мою кожу, особенно в зимнее время. Пенки как будто бережнее.
Комментарий: Рекомендовать могу. Попробую ещё пенку другой фирмы, которую купила для сравнения, и уже выберу, какую буду брать на постоянной основе. Конкретно эта меня пока всем устраивает. Товар пришёл во время, упаковка надёжная, товарный вид сохранен, пользоваться удобно. Сроки хорошие, Вполне можно брать с запасом по скидке. Сам флакончик смотрится эстетично. У меня никаких реакций кожных не вызвала, у детей тоже, но мы, правда, и не склонны к высыпаниям.
...ещё",5.0,Я.Маркет
2026-02-08,Full,неизвестно,"Достоинства: Недорого для такого объёма. Бесплатная доставка в пункт выдачи.
Недостатки: Что выписал, то и получил. Претензий нет.
Комментарий: Канистра с моющим средством пришла чистенькая, нигде не подтекала, под крышкой глухая пломба из алюминизированной бумаги. Само средство не жидкое, но и не слишком густое. Прозрачное, чистое. Запах всё же немного есть, но ненавязчивый и не противный, по-моему яблоком отдаёт. Была незамерзайка для авто и жидкое средство для мытья полов, запах идентичный, наверное с ""одной бочки черпают"", но те средства пахли значительно сильнее, а это чуть отдаёт. Если сравнивать с Фейри, то Synergetic гель немного пожиже и меньше пенится, поэтому расход его увеличивается. Отмывает хорошо и смывается неплохо, до скрипа. Хотя с рук не так хорошо смывается, может что-то смягчающее типа глицерина добавлено, чтобы кожу не сушило. В общем прижилось на мойке, а то бывало некоторые средства сразу на выброс, в основном из-за стойкого аромата парфюмерных добавок, которые не вымываются с посуды, особенно с пластиковой и деревянной.
...ещё",5.0,Я.Маркет
2025-09-09,Олег,мужской,"Достоинства: Экономный расход моющего средства без ущерба его эффективности
Недостатки: Не обнаружено
Комментарий: Первая проба этого геля - ""Алоэ вера"" - оказалась настолько удачной, что предопределила последующую устойчивую симпатию к моющим средствам линейки ""Synergetic"". За ""Алоэ вера"" дважды подряд последовало и ""Сочное яблоко""... Каждый раз приобретались канистры 5-литрового исполнения. Периодического пополнения этим моющим средством кухонного диспенсера с дозатором хватало конкретно в моём случае на мытьё посуды (и не только) в среднем на полтора года. За указанный период средства не утрачивали своих свойств и не вызывали каких-либо отрицательных замечаний у хозяйки, но сделали, по её заявлению, сам процесс их использования достаточно удобным и практичным. В итоге ещё остаётся и канистра для каких-нибудь иных полезных применений...
...ещё",5.0,Я.Маркет
2025-08-13,Имя,женский,"Достоинства: Экосертификация Запах как настоящий арбуз Через минуту запах уходит и посуда, и руки не пахнут НИЧЕМ, а не химией, как многие другие Большая упаковка хороша для диспенсеров и окр.среды Канистру можно сдать в контейнер для вторсырья во дворе (сомните перед этим) Канистра запаяна и не прольётся при доставке, если ее шипом не пробьют, конечно
Недостатки: Если рыба, то помыть 2 раза Масло со сковородки за 3 Мог бы быть без красителя, конечно (но с запахом) Средний расход средства, не самый экономичный
Комментарий: Пользуюсь средством уже много лет. Причём как мылом, как средством для посуды, для уборки и мытья всякой всячины. Я мечтала об упаковке 5л, т.к. много выкидывала тюбиков. Теперь все в ажуре. Раньше канистры не были запаяны под колпачком, как зубная паста, и нам в доставке выливали полканистры во все остальные товары, а СЕЙЧАС ВСЕ ОСТАНЕТСЯ ВНУТРИ 100%. Упаковка перерабатываемая, даже во дворовый синий бак можно. Лучшее средство по комплексу параметров, что я использовала. Самое важное для меня это запах. Именно этот запах для меня прекрасен (правда я ещё с лемонграссом не пробовала,но и не буду). Я супер чувствительна, и мне важно, чтоб я его не оставалось на руках и посуде.
...ещё",5.0,Я.Маркет
2026-03-15,MoonSpirit76,неизвестно,"Достоинства: Легко пенится, универсальное, экономичное.
Недостатки: Нет. Но иногда может засыхать на дозаторе на выходе и нужно просто вытащить застывший кусочек.
Комментарий: Это самая лучшая вещь для повседневного использования, которую я находил. Со всем справляется, не вредит рукам. Просто сказка. Только не пытайтесь им к примеру отмывать какие нибудь старые сковородки, кастрюли и т.д и т.п. Ну которыми ваши дедушки и бабушки пользовались и у которых тонна нагара и жира. С такими загрязнениями это средство не справится. Для такого нужна более серьезная и агрессивная химия. Но вот отмыть ложки, кружки, посуду которая не покрылась слоем жира - идеальный вариант.",5.0,Я.Маркет
2025-07-02,Елена,женский,"Достоинства: Ого, этот гель для посуды SYNERGETIC просто поражает меня своей эффективностью! Он так легко удаляет жир и запахи даже без горячей воды. Я чувствую себя настоящим алхимиком, превращающим грязную посуду в блестящую чистоту за мгновение! Аромат этого геля действительно приятный, он не навязчивый и не оставляет сильного запаха на посуде. А что касается моих рук, они просто благодарят за использование этого геля. Растительный глицерин действительно работает чудеса, защищая и увлажняя кожу. Все это делает процесс мытья посуды еще более приятным.
Недостатки: Нет недостатков.
Комментарий: Расход экономный, хватает надолго. В общем, если вы хотите, чтобы мытье посуды стало не просто обязанностью, а целой ритуальной процедурой, то SYNERGETIC - ваш выбор! Вот такая вот магия в канистре/бутылке. 🌟
...ещё",5.0,Я.Маркет
2026-03-16,Андрей,мужской,"Достоинства: Качество, цена, дизайн упаковки, моющие свойства самого средства
Недостатки: Недостаток только как сотрудники склада упаковывают такой товар, пожалуйста сотрудники склада не упаковывайте тот товар что может протечь, вытечь в СТРЕЙЧ ПЛЕНКУ, в пупырчатую пленку только и в коробку надо такие вещи упаковывать. я очень надеюсь что это прочитают и начнут уже нормально такие вещи упаковывать
Комментарий: Я всё написал выше в недостатках. В самом средстве недостатков нет, качество и расход самого средства очень устраивают, но удручает как такие вещи упаковывают на складе. Очень надеюсь на изменения",5.0,Я.Маркет
2026-02-27,Юлия,женский,"Достоинства: без постороннего запаха и никаких красителей!!!биоразлагаемое!!! конечно же хорошо отмывает, легко смывается и расходуется достаточно экономно. моё постоянное средство для мытья посуда уже несколько лет
Комментарий: давно пользуюсь этим средством, все устраивало, кроме сильно поднявшейся цены. цена (550 руб за 5л) делает его ещё более привлекательным). не подделка, на канистры логотип брэнда есть! до этого покупала более дешевле средство ( тогда синергетик стоил порядка 800 руб за 5 литров, а я купила какойто гель рублей за 400), и просто расстроилась, там один глицерин и использовала я его раза в три быстрее,чем это же количество синергетика. рекомендую!",5.0,Я.Маркет
2026-05-10,Маргарита,женский,"Достоинства: Отмывает отлично, даже в холодной воде, руки после него мягкие, экономно расходуется.
Недостатки: За три года использования разных бальзамов из этой серии - я их не нашла
Комментарий: Дополняю: его хватило почти на 2 года использования, с августа 2024 до мая 2026, и то: ещё остался запас до конца месяца. Раньше брала сладкие запахи, а этот интересный, напоминает парфюм унисекс. Мне понравился даже больше, не надоедает.",5.0,Я.Маркет
2026-05-01,Людмила,женский,"Достоинства: Все средства марки Синергетик - превосходны и в особенности ср-ва для мытья посуды, поскольку они соприкасаются с пищей. Самое главное в них это здоровый чистый состав природного происхождения, среди компонентов отсутствуют анионные ПАВы, самые агрессивные из всех ПАВов. Конкретно это ср-во имеет восхитительный аромат эвкалипта и горного чабреца, густую консистенцию. Средство очень экономично.
Комментарий: Рекомендую всем, на основании своего почти десятилетнего опыта использования всей продукции марки Синергетик.",5.0,Я.Маркет
2025-10-10,Марина,женский,"Комментарий: В шоке, что у нас есть такие замечательные аналоги фейрям и аосам, которые в последние годы непонятно какого качества, то ли подделки, то ли сами по себе такие. Купила в пятёрке по акции, особо ни на что не рассчитывая. А оно, оказывается, моет, причем жир в холодной воде отлично отмывает. Расход чуть великоват и хотелось бы ещё погуще, хотя и так не жидкое, но за великолепные моющие качества можно простить. Но есть одно но: купила в фикс-прайсе гель с другим запахом, и по ощущениям он моет хуже. Так что только этот в фаворитах. В 5л канистре брала, тоже все ок.",5.0,Я.Маркет
2026-02-21,Ирина,женский,"Достоинства: Пользуюсь синергетиком уже несколько лет,для меня он идеально подходит,я с другой химией ""не дружу"", долго искала что то подобное, теперь у меня вся линейка этой фирмы. С подобным запахом взяла в первые, нормальный,парфюмированный,но быстро испаряется,на посуде,что актуально,не остаётся.
Недостатки: нет
Комментарий: Всем рекомендую,со своей задачей справляется на пять с плюсом, отсутствия резких химических запахов,не раздражает кожу.",5.0,Я.Маркет
2025-11-26,Дмитрий,мужской,"Достоинства: Всё отлично, все соответствует заявленному описанию. Аромат не резкий. Пенится действительно хорошо
Недостатки: Тут не к товару претензия, а к транспортировке, точнее к таре в которой производится транспортировка, а ещё точнее её отсутствие))) Полностью соглашусь с другими отзывами где этот момент подмечали. Все таки нужна коробка для транспортировки и тогда все будет хорошо. Немного вытекло из горлышка тюбика, но совсем крапали, не критично.",5.0,Я.Маркет
2026-03-09,Светлана,женский,"Достоинства: прекрасное средство, консистенция и расход
Недостатки: нет
Комментарий: данный бренд нравится, покупаю давно, плюс объем очень даже, мне хватает практически на год (у меня посудомоечная машина), кстати и для посудомойки у данного бренда много классных средст. В общем рекомендую. и кстати, этим средством можно мыть детскую посуду, тоже все здорово, и отмывает, и не оставляет мыльности на тарелках и стаканах.",5.0,Я.Маркет
2025-12-24,Елена,женский,"Достоинства: Безопасность по сравнению с другими популярными моющими средствами, можно мыть овощи-фрукты, легко смывается
Недостатки: Мылится, конечно, хуже широко разрекламированных средств. Расход больше.
Комментарий: Несмотря на минусы, покупаю и буду покупать. И не потому что я прямо такой эколог, за природу... Я за себя, любимую, и своих детей. А это средство не такое химозное как разрекламированных фейри и им подобные. Сейчас в магазинах все овощи-фрукты на прилавках в открытую лежат, все ходят - чихают, кашляют, руками трогают. Болеть не хочется, а промыть овощи-фрукты просто под водой недостаточно, чтобы смыть, например, следы вируса. С этим средством проблем нет - намыливаю и смываю, смывается так легко, что тереть не надо, что особенно важно когда моешь тонкокожурые, например помидоры или даже хурму. Даже дети привыкли мыть фрукты с каплей этого средства. Да, оно хуже мылится и его расход больше, чем у других средств, потому что оно более натуральное. Получается дороже, но на здоровье экономить не хочется.
...ещё",5.0,Я.Маркет
2025-12-01,елена,женский,"Достоинства: аккуратно упаковано,пришло вовремя и то,что есть есть дозатор - это больше преимущество.
Недостатки: нет,всегда пользуюсь именно этой серией.
Комментарий: хорошее средство,отмывает посуду замечательно до блеска и с жирной посудой справляется не хуже антижира.Ещё добавляю к стиральному порошку при замачивании,если есть жирные пятна.Рекомендую.В другом флаконе тоже синержетик с добавлением уксуса,это,если надо помыть стеклянную посуду.",5.0,Я.Маркет
2026-04-22,Дмитрий,мужской,"Достоинства: Все хорошо, отличный гель
Недостатки: Яндекс пакет
Комментарий: Забрал товар, положил в Яндекс пакет, который выдают в ПВЗ. Взял со стола сразу отрываются ручки, результат трещина на бутылке пришел домой грамм 300 вылилось, очень обидно и не удобно, теперь хранить бутыль в перевернутом положении а там 5л быстро не израсходуется. Так что Яндекс пакету одна звезда, лучше ни каких чем такие!",5.0,Я.Маркет
2025-10-02,Nikolai,неизвестно,"Достоинства: Эффективность: Средство отлично справляется с жиром и загрязнениями, посуда блестит и не оставляет разводов. Безопасность: Я спокоен за свое здоровье и здоровье своей семьи, так как Sinergetic не содержит вредных химических веществ. Приятный аромат: Средство имеет нежный и свежий аромат, который не резкий и не вызывает дискомфорта. Экономичность: Средство концентрированное, его хватает надолго.
Недостатки: Высоковата цена по сравнению с другими производителям
Комментарий: Рекомендую Sinergetic всем, кто ищет эффективное и безопасное средство для мытья посуды.",5.0,Я.Маркет
2026-02-18,Марина,женский,"Достоинства: Биоразлаганмое средство, экологичнре и безопасное.
Недостатки: Недостатков не обнаружено
Комментарий: Уже несколько лет пользуюсь гелем для мытья посуды Synergetic, очень довольна его качеством. Последний пару лет покупаю 5 литровые упаковки, выходит очень экономично. У дочери были покраснения на коже при использовании ср-во для мытья посуды Fairy, с Synergetic никогда ничего подобного не случалось. Рекомендую безопасное, биоразлагаемое, дерматологически протестированное средство Synergetic.",5.0,Я.Маркет
2025-08-29,lena,неизвестно,"Достоинства: Гель густой ,хорошо пенится ,значит и расход будет экономичнее,надолго хватит и приятный запах.
Недостатки: Недостатков никаких не нашла.
Комментарий: На момент покупки цена была приятная. С доставкой никаких проблем не было. Товар пришёл вовремя,хорошо и плотно запакован в пупырчатую пленку,флаконы полные. Относительно качества геля - мне не показалось что он как-то особенно хорошо отмывает посуду. Обычная мыльная субстанция.",5.0,Я.Маркет
2025-11-28,Имя,женский,"Достоинства: Нормальная, густая консистенция. Качественное содержимое. Пенится хорошо. Приятный запах. Плотная ёмкость. Крышка с контролем первого вскрытия, под которой надёжно запечатано горлышко плотной фольгой.
Недостатки: Как и жидкое мыло пенится, смывается долговато, но быстрее, чем Fairy.
Комментарий: Чтоб поскорее смыть/устранить пену, добавляю пищевую соду. Заказано в магазине ""Яндекс Маркет"".",5.0,Я.Маркет
2026-06-01,Дмитрий,мужской,"Достоинства: Качество отмывания. При умеренном расходе отлично удаляет жир. Хорошо смывается. В отличие от средства, которое ""используют в Велорибе и Велобаджио"" идеально смывается. Объем в 5 л отлично подходит для большой семьи.
Недостатки: Не обнаружил
Комментарий: Последней каплей в использовании фейри стало мытье посуды на даче в холодной сильно жесткой колодезной воде (плохо смывает как мыло, так и средства для мыть посуды). Мало того что смывал очень долго, так потом еще и посуда с руками воняли химией. Решил попробовать это средство. Зашло идеально. Правда с дачной водой расход чуть больше, но по крайней мере не воняет. Покупать объём 5 л оказалось гораздо выгоднее, особенно если попасть на акцию. Пробовал не только с запахом арбуза, но и яблоко, лимон. Все отлично. Рекомендую товар к покупке!
...ещё",5.0,Я.Маркет
